时间戳,日期,时段,年,月,日,星期,是否周末,季度,小时,是否高峰时段,是否夜间,系统负荷-日前,系统负荷-实时,风电出力-日前,风电出力-实时,光伏出力-日前,光伏出力-实时,水电出力-日前,水电出力-实时,联络线计划-日前,联络线计划-实时,非市场化机组出力-日前,非市场化机组出力-实时,平均出清价格-日前（元/MWh）,平均出清价格-实时（元/MWh）
2024-07-18_02:00-03:00,2024-07-18,02:00-03:00,2024,7,18,4,0,3,2,0,1,35856,35621.535,4506.265,3734.780029,0.0,0.0,29683.12,31830.539,-12505.0,-12996.0,35227.66,34817.428,23.892675,10.16622
2024-07-18_03:00-04:00,2024-07-18,03:00-04:00,2024,7,18,4,0,3,3,0,1,34616,34710.445,4424.422,3721.135986,0.0,0.0,28782.101,31482.613,-12578.0,-12652.0,34322.331,34617.844,17.187136,8.790002
2024-07-18_04:00-05:00,2024-07-18,04:00-05:00,2024,7,18,4,0,3,4,0,1,34034,34163.914,4249.836,3933.474121,1.23,0.054,27424.006,31445.59,-12573.0,-12563.0,32933.316,34550.197,41.357929,7.815156
2024-07-18_05:00-06:00,2024-07-18,05:00-06:00,2024,7,18,4,0,3,5,0,1,34157,33944.695,4038.302,4180.654785,206.941,103.667999,27674.355,31402.707,-12353.0,-12311.0,33228.738,34632.42,20.960651,25.06489
2024-07-18_06:00-07:00,2024-07-18,06:00-07:00,2024,7,18,4,0,3,6,0,1,34620,34110.395,3816.047,3353.910645,1883.144,969.165955,26981.008,31312.365,-11464.0,-11538.0,33107.172,34939.931,15.869518,8.107038
2024-07-18_07:00-08:00,2024-07-18,07:00-08:00,2024,7,18,4,0,3,7,0,0,37227,35955.941,3539.937,2580.501709,4721.025,2522.584961,27281.008,31420.342,-11077.0,-11286.0,34417.759,36059.04,6.024909,8.474697
2024-07-18_08:00-09:00,2024-07-18,08:00-09:00,2024,7,18,4,0,3,8,1,0,40772,38176.625,3232.195,3398.212646,7879.237,4356.869141,28904.816,31610.383,-12532.0,-13140.0,37244.714,37622.714,39.338184,3.457476
2024-07-18_09:00-10:00,2024-07-18,09:00-10:00,2024,7,18,4,0,3,9,1,0,43085,39746.234,2963.364,2468.172363,10498.869,5377.515625,28415.689,32036.389,-12447.0,-13875.0,37705.336,38728.21,67.459221,4.014255
2024-07-18_10:00-11:00,2024-07-18,10:00-11:00,2024,7,18,4,0,3,10,1,0,45166,41296.434,2774.148,2894.429932,12394.606,6744.668945,29078.22,32828.629,-13272.0,-14487.0,38438.785,39940.229,65.157356,14.555598
2024-07-18_11:00-12:00,2024-07-18,11:00-12:00,2024,7,18,4,0,3,11,1,0,44750,41049.453,2631.382,2857.08374,13415.053,7637.250488,28537.868,32560.068,-13481.0,-15675.0,37838.363,39659.034,79.007736,14.261491
2024-07-18_12:00-13:00,2024-07-18,12:00-13:00,2024,7,18,4,0,3,12,1,0,46788,42479.941,2553.188,2503.740479,13482.098,7646.678711,28818.063,32070.352,-13491.0,-15769.0,38708.937,40452.482,112.602684,38.713081
2024-07-18_13:00-14:00,2024-07-18,13:00-14:00,2024,7,18,4,0,3,13,1,0,46504,42177.285,2446.352,2406.663574,12684.229,7218.070801,28981.578,31877.711,-13488.0,-15768.0,39057.209,40683.189,110.72847,36.629623
2024-07-18_14:00-15:00,2024-07-18,14:00-15:00,2024,7,18,4,0,3,14,1,0,45999,41950.191,2320.222,2539.276611,11063.63,6715.671875,29935.113,32674.465,-13486.0,-15745.0,39426.401,40577.273,109.028229,29.722742
2024-07-18_15:00-16:00,2024-07-18,15:00-16:00,2024,7,18,4,0,3,15,1,0,45686,42253.77,2228.252,2916.255371,8542.222,5562.886719,30838.405,33179.316,-12949.0,-15177.0,39398.047,40110.267,110.633629,30.451052
2024-07-18_16:00-17:00,2024-07-18,16:00-17:00,2024,7,18,4,0,3,16,0,0,45180,42398.281,2224.47,2947.564209,5317.514,3621.330811,31340.698,32856.43,-12177.0,-13993.0,38830.637,38369.419,140.88559,53.626526
2024-07-18_17:00-18:00,2024-07-18,17:00-18:00,2024,7,18,4,0,3,17,0,0,43356,41617.145,2447.348,2943.876465,2279.061,1605.531006,31469.598,32555.648,-11689.0,-13021.0,37985.671,36867.386,138.898483,88.40255
2024-07-18_18:00-19:00,2024-07-18,18:00-19:00,2024,7,18,4,0,3,18,0,0,42622,41615.664,2839.201,3188.496338,275.271,329.801819,31161.929,32818.156,-11360.0,-12774.0,37790.705,36729.914,119.442101,49.438286
2024-07-18_19:00-20:00,2024-07-18,19:00-20:00,2024,7,18,4,0,3,19,0,0,44848,43427.492,3296.692,3666.337158,0.32,2.88,31858.014,33071.711,-11137.0,-11926.0,38309.644,36989.054,173.551331,70.873932
2024-07-18_20:00-21:00,2024-07-18,20:00-21:00,2024,7,18,4,0,3,20,0,0,46554,45265.586,3706.3,4096.71875,0.0,0.08,31869.008,33227.449,-10979.0,-11886.0,38438.788,37186.387,207.311249,73.140198
2024-07-18_21:00-22:00,2024-07-18,21:00-22:00,2024,7,18,4,0,3,21,0,0,44935,43920.359,4128.814,4430.475586,0.0,0.0,31029.008,33176.285,-11246.0,-12277.0,37589.628,36734.047,138.216293,49.546474
2024-07-18_22:00-23:00,2024-07-18,22:00-23:00,2024,7,18,4,0,3,22,0,1,42437,41214.406,4465.928,4925.365234,0.0,0.0,31029.008,33207.758,-11261.0,-12015.0,36919.548,36597.614,69.038048,13.932411
2024-07-18_23:00-24:00,2024-07-18,23:00-24:00,2024,7,18,4,0,3,23,0,1,40495,39259.852,4731.664,5192.549805,0.0,0.0,30106.606,32505.562,-10965.0,-11648.0,35854.046,35767.235,43.510643,9.604518
2024-07-19_00:00-01:00,2024-07-19,00:00-01:00,2024,7,19,5,0,3,0,0,1,39697,39669.492,5535.84,5307.781738,0.0,0.0,30614.555,32785.941,-11948.0,-11918.0,36274.745,36120.619,48.337067,15.285616
2024-07-19_01:00-02:00,2024-07-19,01:00-02:00,2024,7,19,5,0,3,1,0,1,37869,37712.547,5662.151,5322.849121,0.0,0.0,29874.008,31825.35,-12412.0,-12388.0,35346.988,34976.902,14.005734,12.419183
2024-07-19_02:00-03:00,2024-07-19,02:00-03:00,2024,7,19,5,0,3,2,0,1,36447,35920.996,5787.208,5084.678223,0.0,0.0,29474.913,31464.705,-12511.0,-12459.0,34965.963,34582.426,15.791785,9.259327
2024-07-19_03:00-04:00,2024-07-19,03:00-04:00,2024,7,19,5,0,3,3,0,1,35355,35195.156,5875.501,4732.120605,0.0,0.0,29070.768,31379.746,-12584.0,-12713.0,34573.698,34534.888,9.805936,8.994399
2024-07-19_04:00-05:00,2024-07-19,04:00-05:00,2024,7,19,5,0,3,4,0,1,34744,34539.164,5908.054,4569.407715,1.13,0.076,29167.964,31395.912,-12579.0,-12752.0,34679.183,34514.177,9.632722,8.928677
2024-07-19_05:00-06:00,2024-07-19,05:00-06:00,2024,7,19,5,0,3,5,0,1,34500,34190.059,5894.905,4851.036621,244.516,116.023705,28879.008,31060.262,-12354.0,-12561.0,34488.602,34285.143,9.435534,8.199228
2024-07-19_06:00-07:00,2024-07-19,06:00-07:00,2024,7,19,5,0,3,6,0,1,35157,34452.004,5844.139,4216.044434,2219.096,1241.88269,27679.008,30893.547,-11464.0,-11763.0,33952.562,34781.787,8.584951,7.899142
2024-07-19_07:00-08:00,2024-07-19,07:00-08:00,2024,7,19,5,0,3,7,0,0,37693,35897.719,5666.667,3204.615234,5609.904,2989.216309,27979.008,30897.266,-11077.0,-11783.0,35387.445,35948.148,14.9581,7.594612
2024-07-19_08:00-09:00,2024-07-19,08:00-09:00,2024,7,19,5,0,3,8,1,0,41507,38547.711,5435.915,4108.291016,9288.963,5046.17041,28064.008,31167.459,-12487.0,-12689.0,36772.396,37391.497,24.57193,6.654222
2024-07-19_09:00-10:00,2024-07-19,09:00-10:00,2024,7,19,5,0,3,9,1,0,43759,39684.605,5203.686,3152.364746,12237.911,6078.862793,28064.008,31520.811,-12447.0,-12973.0,37845.074,38704.372,29.419491,0.002428
2024-07-19_10:00-11:00,2024-07-19,10:00-11:00,2024,7,19,5,0,3,10,1,0,45615,41395.297,5036.79,3709.898193,14109.8,7308.899902,28622.508,31690.188,-13272.0,-14228.0,38316.929,39604.263,58.692177,15.626029
2024-07-19_11:00-12:00,2024-07-19,11:00-12:00,2024,7,19,5,0,3,11,1,0,45652,41404.773,4899.798,3682.787842,14877.408,7325.51416,29131.008,31676.379,-13481.0,-15482.0,38659.798,38576.83,49.207417,11.986762
2024-07-19_12:00-13:00,2024-07-19,12:00-13:00,2024,7,19,5,0,3,12,1,0,47312,43244.379,4795.179,4716.907715,14768.222,7136.470215,29402.508,32466.17,-13491.0,-15846.0,39563.155,38642.221,67.547676,49.1231
2024-07-19_13:00-14:00,2024-07-19,13:00-14:00,2024,7,19,5,0,3,13,1,0,46774,42237.148,4707.364,4644.643555,13659.375,6404.287109,29783.544,31909.557,-13488.0,-15801.0,40028.781,38791.317,56.892868,29.785658
2024-07-19_14:00-15:00,2024-07-19,14:00-15:00,2024,7,19,5,0,3,14,1,0,46185,41871.691,4598.363,4529.437012,11529.075,5340.044434,30552.808,32335.17,-13486.0,-15750.0,40083.318,38647.841,57.823116,26.195354
2024-07-19_15:00-16:00,2024-07-19,15:00-16:00,2024,7,19,5,0,3,15,1,0,45711,41782.453,4505.942,4721.668457,8666.95,4166.571777,31128.817,31963.949,-12949.0,-15179.0,39694.833,37625.951,55.864349,12.35003
2024-07-19_16:00-17:00,2024-07-19,16:00-17:00,2024,7,19,5,0,3,16,0,0,45211,42179.57,4475.764,4962.663574,5198.138,2660.081543,31221.775,32317.711,-12085.0,-13718.0,38699.434,37445.295,60.030178,18.773386
2024-07-19_17:00-18:00,2024-07-19,17:00-18:00,2024,7,19,5,0,3,17,0,0,43172,40673.289,4600.105,4366.550781,2110.493,1019.085632,31506.274,31994.168,-11115.0,-12488.0,38015.758,36142.239,73.426086,26.883442
2024-07-19_18:00-19:00,2024-07-19,18:00-19:00,2024,7,19,5,0,3,18,0,0,42369,40684.852,4900.837,4382.491699,244.39,193.821671,32029.008,33057.758,-10661.0,-12450.0,38274.94,36725.605,80.075935,20.729551
2024-07-19_19:00-20:00,2024-07-19,19:00-20:00,2024,7,19,5,0,3,19,0,0,44598,42945.516,5221.126,5162.002441,0.36,2.15,31959.008,33452.176,-10452.0,-12152.0,38333.668,37297.686,104.797897,26.031363
2024-07-19_20:00-21:00,2024-07-19,20:00-21:00,2024,7,19,5,0,3,20,0,0,46132,43881.906,5509.808,5161.736328,0.0,0.05,31959.008,33364.758,-10294.0,-12266.0,39508.328,38089.306,105.296265,36.255909
2024-07-19_21:00-22:00,2024-07-19,21:00-22:00,2024,7,19,5,0,3,21,0,0,44653,42776.039,5695.582,4654.223145,0.0,0.0,31959.008,33477.645,-10591.0,-12361.0,39335.088,37956.065,96.190102,6.622213
2024-07-19_22:00-23:00,2024-07-19,22:00-23:00,2024,7,19,5,0,3,22,0,1,42243,40423.086,5841.586,5467.007813,0.0,0.0,31388.252,32092.699,-11100.0,-12050.0,37551.382,35780.559,52.778164,6.738571
2024-07-19_23:00-24:00,2024-07-19,23:00-24:00,2024,7,19,5,0,3,23,0,1,40177,38388.48,5981.34,4535.53418,0.0,0.0,30774.008,31669.424,-10969.0,-11789.0,36625.578,35056.353,37.992901,6.41866
2024-07-20_00:00-01:00,2024-07-20,00:00-01:00,2024,7,20,6,1,3,0,0,1,40364,39047.664,6526.526,5268.981445,0.0,0.0,30949.008,32662.965,-11968.0,-12254.0,36807.298,35995.555,294.673218,329.736511
2024-07-20_01:00-02:00,2024-07-20,01:00-02:00,2024,7,20,6,1,3,1,0,1,38451,37444.633,6538.984,5401.319824,0.0,0.0,30349.008,31830.75,-12432.0,-12756.0,35998.088,35233.8,283.610687,329.122833
2024-07-20_02:00-03:00,2024-07-20,02:00-03:00,2024,7,20,6,1,3,2,0,1,36966,35931.484,6550.603,5215.581055,0.0,0.0,29864.008,31562.301,-12531.0,-13253.0,35528.888,34775.697,172.819031,94.647179
2024-07-20_03:00-04:00,2024-07-20,03:00-04:00,2024,7,20,6,1,3,3,0,1,35679,34865.547,6548.724,4977.074219,0.0,0.0,29123.008,30844.213,-12604.0,-12826.0,34808.018,33979.12,91.596756,89.779312
2024-07-20_04:00-05:00,2024-07-20,04:00-05:00,2024,7,20,6,1,3,4,0,1,34984,34387.367,6546.415,4857.617188,1.09,0.07,29114.008,30661.354,-12599.0,-12875.0,34797.008,33846.718,84.745972,73.877724
2024-07-20_05:00-06:00,2024-07-20,05:00-06:00,2024,7,20,6,1,3,5,0,1,34600,34000.258,6472.142,4708.547852,183.007,66.807022,28664.008,30157.074,-12374.0,-12422.0,34413.827,33381.778,66.127457,79.761688
2024-07-20_06:00-07:00,2024-07-20,06:00-07:00,2024,7,20,6,1,3,6,0,1,34974,33903.664,6408.876,4518.070313,1762.5,825.54657,27374.008,30027.076,-11484.0,-11702.0,33650.044,33634.076,78.720566,68.147713
2024-07-20_07:00-08:00,2024-07-20,07:00-08:00,2024,7,20,6,1,3,7,0,0,37041,35197.105,6269.037,3576.147949,4439.577,2329.044189,27674.008,30468.668,-11097.0,-11490.0,34850.06,34774.147,65.049545,47.746899
2024-07-20_08:00-09:00,2024-07-20,08:00-09:00,2024,7,20,6,1,3,8,1,0,39807,36851.07,6083.007,4138.03418,7308.663,3944.127441,27786.24,30192.982,-12507.0,-12504.0,36010.825,35536.274,91.292328,67.404655
2024-07-20_09:00-10:00,2024-07-20,09:00-10:00,2024,7,20,6,1,3,9,1,0,42096,37973.547,5908.177,3195.312744,9750.148,4999.600586,27829.008,29882.648,-12467.0,-12014.0,37046.269,36224.794,104.298309,89.765396
2024-07-20_10:00-11:00,2024-07-20,10:00-11:00,2024,7,20,6,1,3,10,1,0,43904,38743.602,5754.767,3051.611084,11503.643,5810.173828,28634.008,29980.469,-13292.0,-13150.0,38425.45,37760.725,150.555298,129.130081
2024-07-20_11:00-12:00,2024-07-20,11:00-12:00,2024,7,20,6,1,3,11,1,0,44078,38225.484,5656.843,2254.785889,12415.867,5153.573242,29146.271,30334.951,-13501.0,-13596.0,38545.172,38200.697,107.71563,97.780098
2024-07-20_12:00-13:00,2024-07-20,12:00-13:00,2024,7,20,6,1,3,12,1,0,45593,39868.41,5590.677,2433.287842,12434.121,5683.26416,29848.089,30904.672,-13511.0,-14618.0,38644.925,38817.485,221.877365,91.105675
2024-07-20_13:00-14:00,2024-07-20,13:00-14:00,2024,7,20,6,1,3,13,1,0,45162,40026.973,5496.61,2429.770508,11521.286,5584.623047,29852.425,30846.756,-13508.0,-14776.0,39066.253,39928.498,192.357849,60.97784
2024-07-20_14:00-15:00,2024-07-20,14:00-15:00,2024,7,20,6,1,3,14,1,0,44990,39818.629,5373.056,2756.991699,9803.611,6217.5,30831.008,30988.881,-13506.0,-14688.0,40021.368,39843.006,124.187935,55.882797
2024-07-20_15:00-16:00,2024-07-20,15:00-16:00,2024,7,20,6,1,3,15,1,0,44769,39735.777,5228.218,1826.309082,7547.974,4078.869873,31013.72,32330.422,-12969.0,-14067.0,39414.494,40014.861,162.555603,66.456703
2024-07-20_16:00-17:00,2024-07-20,16:00-17:00,2024,7,20,6,1,3,16,0,0,44335,40251.598,5118.589,2036.733276,4768.22,3463.177734,31087.679,32553.24,-12105.0,-12094.0,38509.443,38950.024,246.014542,62.695179
2024-07-20_17:00-18:00,2024-07-20,17:00-18:00,2024,7,20,6,1,3,17,0,0,42509,39863.309,5175.752,2906.304932,2058.659,1485.058105,31088.008,32506.49,-11135.0,-11510.0,37722.854,37330.634,303.20343,62.615211
2024-07-20_18:00-19:00,2024-07-20,18:00-19:00,2024,7,20,6,1,3,18,0,0,41638,39949.742,5351.82,3557.965088,249.232,288.25946,31007.008,32579.795,-10681.0,-10921.0,37833.328,36800.8,293.228455,219.108231
2024-07-20_19:00-20:00,2024-07-20,19:00-20:00,2024,7,20,6,1,3,19,0,0,44184,41659.484,5539.166,4371.999512,0.34,4.5,31527.1,33065.742,-10472.0,-10904.0,38271.48,37168.53,303.354309,274.029938
2024-07-20_20:00-21:00,2024-07-20,20:00-21:00,2024,7,20,6,1,3,20,0,0,46400,43819.379,5718.962,4848.200684,0.0,0.05,31968.32,33387.277,-10314.0,-13034.0,38809.66,37613.707,344.059235,330.929749
2024-07-20_21:00-22:00,2024-07-20,21:00-22:00,2024,7,20,6,1,3,21,0,0,45118,42779.969,5800.742,4910.416992,0.0,0.0,31793.008,33405.922,-10611.0,-12452.0,38583.758,37188.677,293.282593,327.351746
2024-07-20_22:00-23:00,2024-07-20,22:00-23:00,2024,7,20,6,1,3,22,0,1,42528,39992.219,5848.057,4677.325684,0.0,0.0,31529.008,32859.07,-11120.0,-11417.0,37751.118,36171.911,285.744415,209.291885
2024-07-20_23:00-24:00,2024-07-20,23:00-24:00,2024,7,20,6,1,3,23,0,1,39710,37954.871,5903.193,4276.924805,0.0,0.0,30689.008,32181.535,-10989.0,-11534.0,36550.988,35425.182,194.357712,87.73951
2024-07-21_00:00-01:00,2024-07-21,00:00-01:00,2024,7,21,7,1,3,0,0,1,40255,38811.793,6148.761,4919.091309,0.0,0.0,31083.008,32733.846,-12101.0,-12101.0,36906.348,36211.649,305.219818,329.601013
2024-07-21_01:00-02:00,2024-07-21,01:00-02:00,2024,7,21,7,1,3,1,0,1,38328,36947.07,6137.201,5014.402832,0.0,0.0,30443.008,32174.844,-12496.0,-12496.0,36100.278,35524.634,288.005463,327.398895
2024-07-21_02:00-03:00,2024-07-21,02:00-03:00,2024,7,21,7,1,3,2,0,1,36803,35510.184,6116.925,4515.662109,0.0,0.0,29926.877,31562.02,-12677.0,-12677.0,35561.398,34813.539,94.534157,89.85141
2024-07-21_03:00-04:00,2024-07-21,03:00-04:00,2024,7,21,7,1,3,3,0,1,35592,34273.117,6086.956,4177.042969,0.0,0.0,29513.008,31306.357,-12850.0,-12850.0,35157.618,34562.322,93.759407,70.144669
2024-07-21_04:00-05:00,2024-07-21,04:00-05:00,2024,7,21,7,1,3,4,0,1,34898,33690.781,6031.198,3986.008545,0.77,0.01,29484.552,31241.062,-13025.0,-13068.0,35111.262,34460.976,68.38781,4.667294
2024-07-21_05:00-06:00,2024-07-21,05:00-06:00,2024,7,21,7,1,3,5,0,1,34417,33391.43,5952.926,3606.163818,264.231,146.404007,28854.008,30491.789,-12406.0,-12458.0,34586.329,33811.118,67.375679,52.78701
2024-07-21_06:00-07:00,2024-07-21,06:00-07:00,2024,7,21,7,1,3,6,0,1,34746,33534.637,5807.616,2717.136719,2586.719,1767.34314,27189.008,30487.852,-11499.0,-11646.0,33644.596,34704.405,68.106766,28.363832
2024-07-21_07:00-08:00,2024-07-21,07:00-08:00,2024,7,21,7,1,3,7,0,0,36672,34022.965,5544.62,1719.404419,6749.437,2527.799072,27489.008,30113.553,-11441.0,-11544.0,35281.229,36236.299,16.761728,8.623577
2024-07-21_08:00-09:00,2024-07-21,08:00-09:00,2024,7,21,7,1,3,8,1,0,39652,35769.059,5130.325,2095.715576,11283.411,4486.867188,27489.008,30045.965,-12771.0,-12932.0,36729.99,38285.104,26.982718,31.143242
2024-07-21_09:00-10:00,2024-07-21,09:00-10:00,2024,7,21,7,1,3,9,1,0,42270,37612.285,4858.888,1663.322388,14796.125,5032.688477,27489.008,30440.754,-13208.0,-13208.0,38055.028,40408.727,31.976501,24.515238
2024-07-21_10:00-11:00,2024-07-21,10:00-11:00,2024,7,21,7,1,3,10,1,0,44344,39467.211,4708.216,2014.298462,16955.621,6750.818359,28109.846,30426.998,-14078.0,-14706.0,39412.196,41359.89,58.617332,43.467346
2024-07-21_11:00-12:00,2024-07-21,11:00-12:00,2024,7,21,7,1,3,11,1,0,44833,39926.789,4646.842,1979.19043,17854.433,8147.059082,28729.008,29682.818,-14560.0,-15045.0,39661.742,40124.027,91.269646,45.892467
2024-07-21_12:00-13:00,2024-07-21,12:00-13:00,2024,7,21,7,1,3,12,1,0,46563,41765.367,4655.712,2403.38208,17830.308,9465.700195,29104.008,29454.299,-14245.0,-14975.0,39393.748,39279.387,88.104927,94.561317
2024-07-21_13:00-14:00,2024-07-21,13:00-14:00,2024,7,21,7,1,3,13,1,0,46315,41535.52,4695.811,2367.532471,17027.437,8609.760742,29123.602,29484.523,-13950.0,-13962.0,39919.572,39442.678,86.954582,80.361572
2024-07-21_14:00-15:00,2024-07-21,14:00-15:00,2024,7,21,7,1,3,14,1,0,45692,41220.324,4714.191,2438.209717,15112.358,8385.706055,29862.008,30237.604,-14185.0,-14924.0,40561.441,39947.244,72.809525,71.576889
2024-07-21_15:00-16:00,2024-07-21,15:00-16:00,2024,7,21,7,1,3,15,1,0,45505,41618.805,4711.978,2184.301514,11909.768,6070.626465,30359.008,31647.273,-13237.0,-13249.0,40191.091,39947.188,67.52021,54.582355
2024-07-21_16:00-17:00,2024-07-21,16:00-17:00,2024,7,21,7,1,3,16,0,0,45182,42531.816,4717.989,2883.243164,7471.877,4928.183594,30803.287,33223.285,-12284.0,-12308.0,39203.313,40025.987,130.916061,188.765335
