日期,时段,年,月,日,星期,是否周末,季度,小时,是否高峰时段,是否夜间,系统负荷-日前,非市场化机组出力-日前,平均出清价格-日前（元/MWh）,平均出清价格-实时（元/MWh）,datetime,新能源出力-日前
2024-05-06,00:00-01:00,2024,5,6,1,0,2,0,0,1,23982,21201.609,398.611542,394.474182,2024-05-06 00:00:00,3231.942
2024-05-06,01:00-02:00,2024,5,6,1,0,2,1,0,1,23260,20848.809,395.199097,393.697174,2024-05-06 01:00:00,3355.554
2024-05-06,02:00-03:00,2024,5,6,1,0,2,2,0,1,22832,20466.569,386.097595,394.808929,2024-05-06 02:00:00,3258.882
2024-05-06,03:00-04:00,2024,5,6,1,0,2,3,0,1,22600,20130.219,386.633698,394.067474,2024-05-06 03:00:00,3033.466
2024-05-06,04:00-05:00,2024,5,6,1,0,2,4,0,1,23180,20579.159,396.921448,391.817169,2024-05-06 04:00:00,2750.662
2024-05-06,05:00-06:00,2024,5,6,1,0,2,5,0,1,24730,21361.748,409.065643,397.031677,2024-05-06 05:00:00,2770.762
2024-05-06,06:00-07:00,2024,5,6,1,0,2,6,0,1,26548,24127.906,402.346558,397.892609,2024-05-06 06:00:00,5018.743
2024-05-06,07:00-08:00,2024,5,6,1,0,2,7,0,0,27938,23946.951,384.603394,388.458466,2024-05-06 07:00:00,8894.932
2024-05-06,08:00-09:00,2024,5,6,1,0,2,8,1,0,29061,23204.982,377.029724,375.225616,2024-05-06 08:00:00,13104.155
2024-05-06,09:00-10:00,2024,5,6,1,0,2,9,1,0,29120,20818.968,64.124184,359.403839,2024-05-06 09:00:00,16420.692
2024-05-06,10:00-11:00,2024,5,6,1,0,2,10,1,0,29533,20083.168,61.887939,179.998184,2024-05-06 10:00:00,18423.203
2024-05-06,11:00-12:00,2024,5,6,1,0,2,11,1,0,27537,19975.85,40.330059,0.0,2024-05-06 11:00:00,19049.484
2024-05-06,12:00-13:00,2024,5,6,1,0,2,12,1,0,27163,19336.837,40.600414,0.0,2024-05-06 12:00:00,18678.798
2024-05-06,13:00-14:00,2024,5,6,1,0,2,13,1,0,27377,19054.195,63.799698,3.744239,2024-05-06 13:00:00,16837.425
2024-05-06,14:00-15:00,2024,5,6,1,0,2,14,1,0,28179,19513.839,369.833984,41.920948,2024-05-06 14:00:00,13740.416
2024-05-06,15:00-16:00,2024,5,6,1,0,2,15,1,0,29254,21317.868,396.672485,362.827454,2024-05-06 15:00:00,10032.247
2024-05-06,16:00-17:00,2024,5,6,1,0,2,16,1,0,30113,25241.542,407.114105,391.85788,2024-05-06 16:00:00,6056.581
2024-05-06,17:00-18:00,2024,5,6,1,0,2,17,1,0,29996,27618.388,416.174683,394.566681,2024-05-06 17:00:00,2883.209
2024-05-06,18:00-19:00,2024,5,6,1,0,2,18,1,0,30264,27701.12,419.535339,404.472626,2024-05-06 18:00:00,1663.511
2024-05-06,19:00-20:00,2024,5,6,1,0,2,19,1,0,29865,27411.47,417.711761,415.533661,2024-05-06 19:00:00,1826.006
2024-05-06,20:00-21:00,2024,5,6,1,0,2,20,1,0,28478,26535.4,416.993561,479.27829,2024-05-06 20:00:00,1860.967
2024-05-06,21:00-22:00,2024,5,6,1,0,2,21,0,0,26869,25255.29,417.899628,473.622986,2024-05-06 21:00:00,1750.426
2024-05-06,22:00-23:00,2024,5,6,1,0,2,22,0,1,26459,24259.435,413.43399,416.17215,2024-05-06 22:00:00,1565.479
2024-05-06,23:00-24:00,2024,5,6,1,0,2,23,0,1,25756,24013.1,407.895538,398.007874,2024-05-06 23:00:00,1287.759
2024-05-07,00:00-01:00,2024,5,7,2,0,2,0,0,1,25047,22519.895,408.582031,416.253204,2024-05-07 00:00:00,722.325
2024-05-07,01:00-02:00,2024,5,7,2,0,2,1,0,1,24171,21730.468,402.777557,402.942139,2024-05-07 01:00:00,598.874
2024-05-07,02:00-03:00,2024,5,7,2,0,2,2,0,1,23734,21554.446,402.296356,397.280304,2024-05-07 02:00:00,499.004
2024-05-07,03:00-04:00,2024,5,7,2,0,2,3,0,1,23500,21469.604,402.241486,397.188965,2024-05-07 03:00:00,468.805
2024-05-07,04:00-05:00,2024,5,7,2,0,2,4,0,1,24046,21886.391,401.97937,402.809235,2024-05-07 04:00:00,498.604
2024-05-07,05:00-06:00,2024,5,7,2,0,2,5,0,1,26006,23611.83,421.187225,432.695557,2024-05-07 05:00:00,832.951
2024-05-07,06:00-07:00,2024,5,7,2,0,2,6,0,1,27608,26275.425,401.102264,412.403503,2024-05-07 06:00:00,3261.448
2024-05-07,07:00-08:00,2024,5,7,2,0,2,7,0,0,28360,25557.876,377.115479,396.628754,2024-05-07 07:00:00,7313.491
2024-05-07,08:00-09:00,2024,5,7,2,0,2,8,1,0,29643,25687.579,376.940338,388.730225,2024-05-07 08:00:00,11756.982
2024-05-07,09:00-10:00,2024,5,7,2,0,2,9,1,0,30243,23094.312,44.51104,373.02594,2024-05-07 09:00:00,15341.046
2024-05-07,10:00-11:00,2024,5,7,2,0,2,10,1,0,30738,21155.435,42.157162,372.576477,2024-05-07 10:00:00,17594.225
2024-05-07,11:00-12:00,2024,5,7,2,0,2,11,1,0,28704,21068.226,40.430038,15.108058,2024-05-07 11:00:00,18480.627
2024-05-07,12:00-13:00,2024,5,7,2,0,2,12,1,0,28329,20695.344,40.419968,20.842295,2024-05-07 12:00:00,18281.441
2024-05-07,13:00-14:00,2024,5,7,2,0,2,13,1,0,28923,20747.754,40.628147,353.929993,2024-05-07 13:00:00,16884.533
2024-05-07,14:00-15:00,2024,5,7,2,0,2,14,1,0,29455,21303.723,44.520439,356.823273,2024-05-07 14:00:00,14127.213
2024-05-07,15:00-16:00,2024,5,7,2,0,2,15,1,0,30722,22795.579,387.207764,382.326202,2024-05-07 15:00:00,10411.843
2024-05-07,16:00-17:00,2024,5,7,2,0,2,16,1,0,31532,27055.025,401.281067,395.856934,2024-05-07 16:00:00,6323.686
2024-05-07,17:00-18:00,2024,5,7,2,0,2,17,1,0,30975,29605.68,402.24173,393.420349,2024-05-07 17:00:00,2939.912
2024-05-07,18:00-19:00,2024,5,7,2,0,2,18,1,0,31161,29518.664,407.302673,392.760468,2024-05-07 18:00:00,1606.689
2024-05-07,19:00-20:00,2024,5,7,2,0,2,19,1,0,30879,29233.324,400.191376,396.112457,2024-05-07 19:00:00,1902.432
2024-05-07,20:00-21:00,2024,5,7,2,0,2,20,1,0,29692,28435.688,396.767944,399.776184,2024-05-07 20:00:00,2122.384
2024-05-07,21:00-22:00,2024,5,7,2,0,2,21,0,0,28254,27196.524,393.206421,402.735992,2024-05-07 21:00:00,2271.797
2024-05-07,22:00-23:00,2024,5,7,2,0,2,22,0,1,27845,25657.967,397.74881,389.000031,2024-05-07 22:00:00,2324.162
2024-05-07,23:00-24:00,2024,5,7,2,0,2,23,0,1,27253,25237.861,396.527283,384.644867,2024-05-07 23:00:00,2283.797
2024-05-08,00:00-01:00,2024,5,8,3,0,2,0,0,1,25577,24783.839,,,2024-05-08 00:00:00,1342.4
2024-05-08,01:00-02:00,2024,5,8,3,0,2,1,0,1,24671,24560.628,,,2024-05-08 01:00:00,1226.445
2024-05-08,02:00-03:00,2024,5,8,3,0,2,2,0,1,24085,24248.228,,,2024-05-08 02:00:00,1160.561
2024-05-08,03:00-04:00,2024,5,8,3,0,2,3,0,1,23800,24140.283,,,2024-05-08 03:00:00,1181.367
2024-05-08,04:00-05:00,2024,5,8,3,0,2,4,0,1,24147,24057.328,,,2024-05-08 04:00:00,1282.381
2024-05-08,05:00-06:00,2024,5,8,3,0,2,5,0,1,25905,24673.398,,,2024-05-08 05:00:00,1802.595
2024-05-08,06:00-07:00,2024,5,8,3,0,2,6,0,1,27243,27621.707,,,2024-05-08 06:00:00,4863.449
2024-05-08,07:00-08:00,2024,5,8,3,0,2,7,0,0,28373,28627.808,,,2024-05-08 07:00:00,9850.841
2024-05-08,08:00-09:00,2024,5,8,3,0,2,8,1,0,29749,28110.518,,,2024-05-08 08:00:00,15030.936
2024-05-08,09:00-10:00,2024,5,8,3,0,2,9,1,0,30457,26241.568,,,2024-05-08 09:00:00,18843.322
2024-05-08,10:00-11:00,2024,5,8,3,0,2,10,1,0,30984,24500.45,,,2024-05-08 10:00:00,20925.126
2024-05-08,11:00-12:00,2024,5,8,3,0,2,11,1,0,29121,24542.359,,,2024-05-08 11:00:00,21604.763
2024-05-08,12:00-13:00,2024,5,8,3,0,2,12,1,0,28864,23869.334,,,2024-05-08 12:00:00,21432.779
2024-05-08,13:00-14:00,2024,5,8,3,0,2,13,1,0,29246,23885.079,,,2024-05-08 13:00:00,20321.213
2024-05-08,14:00-15:00,2024,5,8,3,0,2,14,1,0,29823,23852.157,,,2024-05-08 14:00:00,17666.264
2024-05-08,15:00-16:00,2024,5,8,3,0,2,15,1,0,31034,26081.271,,,2024-05-08 15:00:00,13423.829
2024-05-08,16:00-17:00,2024,5,8,3,0,2,16,1,0,31513,29706.112,,,2024-05-08 16:00:00,8315.738
2024-05-08,17:00-18:00,2024,5,8,3,0,2,17,1,0,30907,31074.409,,,2024-05-08 17:00:00,4125.634
2024-05-08,18:00-19:00,2024,5,8,3,0,2,18,1,0,30843,31088.098,,,2024-05-08 18:00:00,2466.543
2024-05-08,19:00-20:00,2024,5,8,3,0,2,19,1,0,30466,30827.685,,,2024-05-08 19:00:00,2709.386
2024-05-08,20:00-21:00,2024,5,8,3,0,2,20,1,0,29469,30191.489,,,2024-05-08 20:00:00,2846.414
2024-05-08,21:00-22:00,2024,5,8,3,0,2,21,0,0,27882,29032.357,,,2024-05-08 21:00:00,2840.876
2024-05-08,22:00-23:00,2024,5,8,3,0,2,22,0,1,27225,27492.675,,,2024-05-08 22:00:00,2691.519
2024-05-08,23:00-24:00,2024,5,8,3,0,2,23,0,1,26441,27172.08,,,2024-05-08 23:00:00,2542.916
2024-05-09,00:00-01:00,2024,5,9,4,0,2,0,0,1,25946,25833.455,,,2024-05-09 00:00:00,2390.255
2024-05-09,01:00-02:00,2024,5,9,4,0,2,1,0,1,25026,25235.462,,,2024-05-09 01:00:00,2236.786
2024-05-09,02:00-03:00,2024,5,9,4,0,2,2,0,1,24388,24984.092,,,2024-05-09 02:00:00,2127.732
2024-05-09,03:00-04:00,2024,5,9,4,0,2,3,0,1,24100,24916.552,,,2024-05-09 03:00:00,2069.681
2024-05-09,04:00-05:00,2024,5,9,4,0,2,4,0,1,24385,24946.82,,,2024-05-09 04:00:00,2039.411
2024-05-09,05:00-06:00,2024,5,9,4,0,2,5,0,1,26029,25300.273,,,2024-05-09 05:00:00,2300.317
2024-05-09,06:00-07:00,2024,5,9,4,0,2,6,0,1,27412,28165.2,,,2024-05-09 06:00:00,4245.421
2024-05-09,07:00-08:00,2024,5,9,4,0,2,7,0,0,28640,27908.416,,,2024-05-09 07:00:00,7398.787
2024-05-09,08:00-09:00,2024,5,9,4,0,2,8,1,0,29879,27349.811,,,2024-05-09 08:00:00,10832.066
2024-05-09,09:00-10:00,2024,5,9,4,0,2,9,1,0,30371,24956.104,,,2024-05-09 09:00:00,13851.111
2024-05-09,10:00-11:00,2024,5,9,4,0,2,10,1,0,30956,22839.523,,,2024-05-09 10:00:00,16103.497
2024-05-09,11:00-12:00,2024,5,9,4,0,2,11,1,0,29139,22661.628,,,2024-05-09 11:00:00,17166.959
2024-05-09,12:00-13:00,2024,5,9,4,0,2,12,1,0,28848,22177.6,,,2024-05-09 12:00:00,17293.659
2024-05-09,13:00-14:00,2024,5,9,4,0,2,13,1,0,29184,22239.603,,,2024-05-09 13:00:00,16240.698
2024-05-09,14:00-15:00,2024,5,9,4,0,2,14,1,0,29713,22931.896,,,2024-05-09 14:00:00,13957.361
2024-05-09,15:00-16:00,2024,5,9,4,0,2,15,1,0,30882,25370.954,,,2024-05-09 15:00:00,10840.335
2024-05-09,16:00-17:00,2024,5,9,4,0,2,16,1,0,31284,29451.923,,,2024-05-09 16:00:00,7306.002
2024-05-09,17:00-18:00,2024,5,9,4,0,2,17,1,0,30574,30825.512,,,2024-05-09 17:00:00,4310.11
2024-05-09,18:00-19:00,2024,5,9,4,0,2,18,1,0,30358,30836.278,,,2024-05-09 18:00:00,3158.437
2024-05-09,19:00-20:00,2024,5,9,4,0,2,19,1,0,30076,30258.989,,,2024-05-09 19:00:00,3575.023
2024-05-09,20:00-21:00,2024,5,9,4,0,2,20,1,0,29107,29597.215,,,2024-05-09 20:00:00,3917.478
2024-05-09,21:00-22:00,2024,5,9,4,0,2,21,0,0,27638,28148.388,,,2024-05-09 21:00:00,4148.541
2024-05-09,22:00-23:00,2024,5,9,4,0,2,22,0,1,27471,26696.03,,,2024-05-09 22:00:00,4341.659
2024-05-09,23:00-24:00,2024,5,9,4,0,2,23,0,1,26855,26246.14,,,2024-05-09 23:00:00,4473.989
2024-05-10,00:00-01:00,2024,5,10,5,0,2,0,0,1,25764,23142.102,,,2024-05-10 00:00:00,4755.794
2024-05-10,01:00-02:00,2024,5,10,5,0,2,1,0,1,24908,22879.78,,,2024-05-10 01:00:00,4795.211
2024-05-10,02:00-03:00,2024,5,10,5,0,2,2,0,1,24294,22453.239,,,2024-05-10 02:00:00,4800.378
2024-05-10,03:00-04:00,2024,5,10,5,0,2,3,0,1,24000,22262.551,,,2024-05-10 03:00:00,4801.37
2024-05-10,04:00-05:00,2024,5,10,5,0,2,4,0,1,24381,22657.002,,,2024-05-10 04:00:00,4789.262
2024-05-10,05:00-06:00,2024,5,10,5,0,2,5,0,1,25931,23259.816,,,2024-05-10 05:00:00,5105.844
2024-05-10,06:00-07:00,2024,5,10,5,0,2,6,0,1,27359,25652.358,,,2024-05-10 06:00:00,7658.134
2024-05-10,07:00-08:00,2024,5,10,5,0,2,7,0,0,28799,25960.315,,,2024-05-10 07:00:00,11743.869
2024-05-10,08:00-09:00,2024,5,10,5,0,2,8,1,0,30414,26141.129,,,2024-05-10 08:00:00,15986.434
2024-05-10,09:00-10:00,2024,5,10,5,0,2,9,1,0,30628,24158.495,,,2024-05-10 09:00:00,19225.596
2024-05-10,10:00-11:00,2024,5,10,5,0,2,10,1,0,31000,22180.139,,,2024-05-10 10:00:00,20897.028
2024-05-10,11:00-12:00,2024,5,10,5,0,2,11,1,0,28981,22024.854,,,2024-05-10 11:00:00,21328.936
2024-05-10,12:00-13:00,2024,5,10,5,0,2,12,1,0,28702,21263.857,,,2024-05-10 12:00:00,20804.173
2024-05-10,13:00-14:00,2024,5,10,5,0,2,13,1,0,28788,20933.461,,,2024-05-10 13:00:00,18490.315
2024-05-10,14:00-15:00,2024,5,10,5,0,2,14,1,0,29194,20543.181,,,2024-05-10 14:00:00,15011.246
2024-05-10,15:00-16:00,2024,5,10,5,0,2,15,1,0,29854,22673.05,,,2024-05-10 15:00:00,11502.482
2024-05-10,16:00-17:00,2024,5,10,5,0,2,16,1,0,30311,26193.381,,,2024-05-10 16:00:00,8153.067
2024-05-10,17:00-18:00,2024,5,10,5,0,2,17,1,0,29588,27443.098,,,2024-05-10 17:00:00,5704.138
2024-05-10,18:00-19:00,2024,5,10,5,0,2,18,1,0,29375,27889.748,,,2024-05-10 18:00:00,4595.226
2024-05-10,19:00-20:00,2024,5,10,5,0,2,19,1,0,29799,28099.681,,,2024-05-10 19:00:00,4501.859
2024-05-10,20:00-21:00,2024,5,10,5,0,2,20,1,0,29238,27681.549,,,2024-05-10 20:00:00,4326.945
2024-05-10,21:00-22:00,2024,5,10,5,0,2,21,0,0,27420,26545.022,,,2024-05-10 21:00:00,4076.873
2024-05-10,22:00-23:00,2024,5,10,5,0,2,22,0,1,25976,24758.684,,,2024-05-10 22:00:00,3766.843
2024-05-10,23:00-24:00,2024,5,10,5,0,2,23,0,1,24720,23821.762,,,2024-05-10 23:00:00,3293.505
2024-05-11,00:00-01:00,2024,5,11,6,1,2,0,0,1,25621,22550.122,369.822205,,2024-05-11 00:00:00,2652.628
2024-05-11,01:00-02:00,2024,5,11,6,1,2,1,0,1,24708,22119.192,370.326599,,2024-05-11 01:00:00,2294.035
2024-05-11,02:00-03:00,2024,5,11,6,1,2,2,0,1,24098,22032.84,353.602875,,2024-05-11 02:00:00,1982.174
2024-05-11,03:00-04:00,2024,5,11,6,1,2,3,0,1,23800,22019.905,351.076935,,2024-05-11 03:00:00,1753.703
2024-05-11,04:00-05:00,2024,5,11,6,1,2,4,0,1,24116,22168.242,368.798401,,2024-05-11 04:00:00,1656.589
2024-05-11,05:00-06:00,2024,5,11,6,1,2,5,0,1,25757,22969.537,385.198944,,2024-05-11 05:00:00,1845.429
2024-05-11,06:00-07:00,2024,5,11,6,1,2,6,0,1,27084,25584.381,397.338562,,2024-05-11 06:00:00,3094.314
2024-05-11,07:00-08:00,2024,5,11,6,1,2,7,0,0,28267,25740.983,391.090424,,2024-05-11 07:00:00,5078.446
2024-05-11,08:00-09:00,2024,5,11,6,1,2,8,1,0,29573,26420.0,341.896271,,2024-05-11 08:00:00,7545.287
2024-05-11,09:00-10:00,2024,5,11,6,1,2,9,1,0,30124,23265.645,359.59491,,2024-05-11 09:00:00,10228.205
2024-05-11,10:00-11:00,2024,5,11,6,1,2,10,1,0,30500,20806.732,299.062103,,2024-05-11 10:00:00,12809.751
2024-05-11,11:00-12:00,2024,5,11,6,1,2,11,1,0,28600,19069.627,118.732956,,2024-05-11 11:00:00,14289.497
2024-05-11,12:00-13:00,2024,5,11,6,1,2,12,1,0,28291,18509.42,287.612518,,2024-05-11 12:00:00,14706.082
2024-05-11,13:00-14:00,2024,5,11,6,1,2,13,1,0,28601,18947.701,283.115326,,2024-05-11 13:00:00,14403.431
2024-05-11,14:00-15:00,2024,5,11,6,1,2,14,1,0,29072,19473.891,121.310204,,2024-05-11 14:00:00,13241.039
2024-05-11,15:00-16:00,2024,5,11,6,1,2,15,1,0,29773,21656.48,126.592667,,2024-05-11 15:00:00,10853.545
2024-05-11,16:00-17:00,2024,5,11,6,1,2,16,1,0,29873,25644.206,47.928326,,2024-05-11 16:00:00,7664.501
2024-05-11,17:00-18:00,2024,5,11,6,1,2,17,1,0,29347,27343.887,58.682049,,2024-05-11 17:00:00,4533.472
2024-05-11,18:00-19:00,2024,5,11,6,1,2,18,1,0,29197,27001.036,291.889832,,2024-05-11 18:00:00,2823.627
2024-05-11,19:00-20:00,2024,5,11,6,1,2,19,1,0,29422,27108.759,364.317383,,2024-05-11 19:00:00,2622.872
2024-05-11,20:00-21:00,2024,5,11,6,1,2,20,1,0,28746,26564.475,370.936249,,2024-05-11 20:00:00,2404.053
2024-05-11,21:00-22:00,2024,5,11,6,1,2,21,0,0,27056,25488.034,364.711853,,2024-05-11 21:00:00,2162.872
2024-05-11,22:00-23:00,2024,5,11,6,1,2,22,0,1,25816,23651.516,369.909698,,2024-05-11 22:00:00,1897.285
2024-05-11,23:00-24:00,2024,5,11,6,1,2,23,0,1,24803,23376.021,370.73822,,2024-05-11 23:00:00,1663.068
2024-05-12,00:00-01:00,2024,5,12,7,1,2,0,0,1,25945,22632.432,382.305817,,2024-05-12 00:00:00,1471.656
2024-05-12,01:00-02:00,2024,5,12,7,1,2,1,0,1,24957,22091.131,371.171661,,2024-05-12 01:00:00,1294.088
2024-05-12,02:00-03:00,2024,5,12,7,1,2,2,0,1,24241,21618.052,379.062103,,2024-05-12 02:00:00,1132.396
2024-05-12,03:00-04:00,2024,5,12,7,1,2,3,0,1,23900,21446.532,374.810333,,2024-05-12 03:00:00,1009.089
2024-05-12,04:00-05:00,2024,5,12,7,1,2,4,0,1,24168,21704.502,387.048706,,2024-05-12 04:00:00,900.619
2024-05-12,05:00-06:00,2024,5,12,7,1,2,5,0,1,25515,22386.531,384.904907,,2024-05-12 05:00:00,1148.4
2024-05-12,06:00-07:00,2024,5,12,7,1,2,6,0,1,26351,24310.126,370.769318,,2024-05-12 06:00:00,3497.85
2024-05-12,07:00-08:00,2024,5,12,7,1,2,7,0,0,27626,24972.451,326.59668,,2024-05-12 07:00:00,7550.697
2024-05-12,08:00-09:00,2024,5,12,7,1,2,8,1,0,28719,25438.973,50.027512,,2024-05-12 08:00:00,12015.056
2024-05-12,09:00-10:00,2024,5,12,7,1,2,9,1,0,29133,23593.858,58.371246,,2024-05-12 09:00:00,15570.292
2024-05-12,10:00-11:00,2024,5,12,7,1,2,10,1,0,29579,21701.646,67.412941,,2024-05-12 10:00:00,17842.862
2024-05-12,11:00-12:00,2024,5,12,7,1,2,11,1,0,28128,21540.988,40.390663,,2024-05-12 11:00:00,18753.9
2024-05-12,12:00-13:00,2024,5,12,7,1,2,12,1,0,27871,21005.586,48.181297,,2024-05-12 12:00:00,18679.65
2024-05-12,13:00-14:00,2024,5,12,7,1,2,13,1,0,28045,21037.125,48.099106,,2024-05-12 13:00:00,17482.637
2024-05-12,14:00-15:00,2024,5,12,7,1,2,14,1,0,28510,20798.019,67.519447,,2024-05-12 14:00:00,14948.416
2024-05-12,15:00-16:00,2024,5,12,7,1,2,15,1,0,29439,22320.301,127.325012,,2024-05-12 15:00:00,11163.085
2024-05-12,16:00-17:00,2024,5,12,7,1,2,16,1,0,30000,25632.538,328.981628,,2024-05-12 16:00:00,6662.556
2024-05-12,17:00-18:00,2024,5,12,7,1,2,17,1,0,29373,27713.081,346.624146,,2024-05-12 17:00:00,2833.688
2024-05-12,18:00-19:00,2024,5,12,7,1,2,18,1,0,29234,27773.342,366.949829,,2024-05-12 18:00:00,1248.559
2024-05-12,19:00-20:00,2024,5,12,7,1,2,19,1,0,29652,27854.454,361.93045,,2024-05-12 19:00:00,1471.503
2024-05-12,20:00-21:00,2024,5,12,7,1,2,20,1,0,29327,27362.886,348.614166,,2024-05-12 20:00:00,1679.275
2024-05-12,21:00-22:00,2024,5,12,7,1,2,21,0,0,27419,25920.244,399.696167,,2024-05-12 21:00:00,1774.587
2024-05-12,22:00-23:00,2024,5,12,7,1,2,22,0,1,26165,23765.793,360.80188,,2024-05-12 22:00:00,1827.13
2024-05-12,23:00-24:00,2024,5,12,7,1,2,23,0,1,24980,22732.101,382.635925,,2024-05-12 23:00:00,1949.035
2024-05-13,00:00-01:00,2024,5,13,1,0,2,0,0,1,25425,21900.182,,,2024-05-13 00:00:00,2026.795
2024-05-13,01:00-02:00,2024,5,13,1,0,2,1,0,1,24660,21381.142,,,2024-05-13 01:00:00,1994.178
2024-05-13,02:00-03:00,2024,5,13,1,0,2,2,0,1,24062,20768.352,,,2024-05-13 02:00:00,1927.068
2024-05-13,03:00-04:00,2024,5,13,1,0,2,3,0,1,23835,20693.022,,,2024-05-13 03:00:00,1831.717
2024-05-13,04:00-05:00,2024,5,13,1,0,2,4,0,1,24207,20785.662,,,2024-05-13 04:00:00,1720.989
2024-05-13,05:00-06:00,2024,5,13,1,0,2,5,0,1,25814,22290.148,,,2024-05-13 05:00:00,2000.328
2024-05-13,06:00-07:00,2024,5,13,1,0,2,6,0,1,27562,25302.051,,,2024-05-13 06:00:00,4767.865
2024-05-13,07:00-08:00,2024,5,13,1,0,2,7,0,0,29098,24813.524,,,2024-05-13 07:00:00,9326.872
2024-05-13,08:00-09:00,2024,5,13,1,0,2,8,1,0,30752,25549.04,,,2024-05-13 08:00:00,14033.838
2024-05-13,09:00-10:00,2024,5,13,1,0,2,9,1,0,31706,23555.586,,,2024-05-13 09:00:00,17456.253
2024-05-13,10:00-11:00,2024,5,13,1,0,2,10,1,0,32342,21693.538,,,2024-05-13 10:00:00,19401.911
2024-05-13,11:00-12:00,2024,5,13,1,0,2,11,1,0,30340,21636.611,,,2024-05-13 11:00:00,20075.167
2024-05-13,12:00-13:00,2024,5,13,1,0,2,12,1,0,31119,21134.821,,,2024-05-13 12:00:00,20058.679
2024-05-13,13:00-14:00,2024,5,13,1,0,2,13,1,0,31106,21336.127,,,2024-05-13 13:00:00,19268.817
2024-05-13,14:00-15:00,2024,5,13,1,0,2,14,1,0,31119,21206.039,,,2024-05-13 14:00:00,17196.138
2024-05-13,15:00-16:00,2024,5,13,1,0,2,15,1,0,31647,22065.831,,,2024-05-13 15:00:00,13522.565
2024-05-13,16:00-17:00,2024,5,13,1,0,2,16,1,0,31784,25715.415,,,2024-05-13 16:00:00,8765.35
2024-05-13,17:00-18:00,2024,5,13,1,0,2,17,1,0,30664,28001.61,,,2024-05-13 17:00:00,4658.759
2024-05-13,18:00-19:00,2024,5,13,1,0,2,18,1,0,30428,27778.217,,,2024-05-13 18:00:00,2976.236
2024-05-13,19:00-20:00,2024,5,13,1,0,2,19,1,0,30811,27770.166,,,2024-05-13 19:00:00,3385.215
2024-05-13,20:00-21:00,2024,5,13,1,0,2,20,1,0,30062,27064.448,,,2024-05-13 20:00:00,3724.871
2024-05-13,21:00-22:00,2024,5,13,1,0,2,21,0,0,28305,26204.928,,,2024-05-13 21:00:00,3949.363
2024-05-13,22:00-23:00,2024,5,13,1,0,2,22,0,1,26923,23056.562,,,2024-05-13 22:00:00,4099.294
2024-05-13,23:00-24:00,2024,5,13,1,0,2,23,0,1,25937,21888.102,,,2024-05-13 23:00:00,4162.237
2024-05-14,00:00-01:00,2024,5,14,2,0,2,0,0,1,26395,21126.625,,,2024-05-14 00:00:00,3964.359
2024-05-14,01:00-02:00,2024,5,14,2,0,2,1,0,1,25625,20870.932,,,2024-05-14 01:00:00,3951.449
2024-05-14,02:00-03:00,2024,5,14,2,0,2,2,0,1,25280,20280.968,,,2024-05-14 02:00:00,3889.782
2024-05-14,03:00-04:00,2024,5,14,2,0,2,3,0,1,24767,20113.832,,,2024-05-14 03:00:00,3786.595
2024-05-14,04:00-05:00,2024,5,14,2,0,2,4,0,1,24792,20112.992,,,2024-05-14 04:00:00,3692.375
2024-05-14,05:00-06:00,2024,5,14,2,0,2,5,0,1,26465,21316.679,,,2024-05-14 05:00:00,3963.657
2024-05-14,06:00-07:00,2024,5,14,2,0,2,6,0,1,28049,24373.614,,,2024-05-14 06:00:00,6683.061
2024-05-14,07:00-08:00,2024,5,14,2,0,2,7,0,0,29626,24644.77,,,2024-05-14 07:00:00,11029.498
2024-05-14,08:00-09:00,2024,5,14,2,0,2,8,1,0,31221,25570.02,,,2024-05-14 08:00:00,15426.669
2024-05-14,09:00-10:00,2024,5,14,2,0,2,9,1,0,31789,23600.205,,,2024-05-14 09:00:00,18575.217
2024-05-14,10:00-11:00,2024,5,14,2,0,2,10,1,0,32550,21686.128,,,2024-05-14 10:00:00,20256.724
2024-05-14,11:00-12:00,2024,5,14,2,0,2,11,1,0,30826,21545.148,,,2024-05-14 11:00:00,20752.504
2024-05-14,12:00-13:00,2024,5,14,2,0,2,12,1,0,31909,20995.188,,,2024-05-14 12:00:00,20599.597
2024-05-14,13:00-14:00,2024,5,14,2,0,2,13,1,0,32128,21078.728,,,2024-05-14 13:00:00,19568.29
2024-05-14,14:00-15:00,2024,5,14,2,0,2,14,1,0,32346,20923.053,,,2024-05-14 14:00:00,17226.112
2024-05-14,15:00-16:00,2024,5,14,2,0,2,15,1,0,32313,21904.828,,,2024-05-14 15:00:00,13359.064
2024-05-14,16:00-17:00,2024,5,14,2,0,2,16,1,0,31829,26036.085,,,2024-05-14 16:00:00,8519.004
2024-05-14,17:00-18:00,2024,5,14,2,0,2,17,1,0,30817,28119.179,,,2024-05-14 17:00:00,4533.859
2024-05-14,18:00-19:00,2024,5,14,2,0,2,18,1,0,30857,28482.876,,,2024-05-14 18:00:00,3029.461
2024-05-14,19:00-20:00,2024,5,14,2,0,2,19,1,0,30917,28261.187,,,2024-05-14 19:00:00,3382.109
2024-05-14,20:00-21:00,2024,5,14,2,0,2,20,1,0,30430,28077.833,,,2024-05-14 20:00:00,3585.92
2024-05-14,21:00-22:00,2024,5,14,2,0,2,21,0,0,28325,26420.085,,,2024-05-14 21:00:00,3603.801
